name,update_time,cars,motorcycles,ev_cars,ev_motorcycles,disabled,lt_8m,gt_8m,scrape_time,hour,english_name,category
青怡大廈,2025-10-26 07:53:24,52,96,5,7,3,,,2025-10-26 07:54:01,7.0,Qing Yi Building (Qīngyí Dàshà),Residential
青茂口岸,2025-10-26 07:53:29,107,142,9,15,5,,,2025-10-26 07:54:01,7.0,Qing Mao Border (Qīngmào Kǒu'àn),Residential
青濤大廈,2025-10-26 07:53:23,18,18,5,7,1,,,2025-10-26 07:54:01,7.0,Qing Tao Building (Qīngtāo Dàshà),Residential
青洲坊大廈,2025-10-26 07:53:27,427,710,91,1,14,,,2025-10-26 07:54:01,7.0,Qing Zhou Fang Building (Qīngzhōufāng Dàshà),Work
東城大廈,2025-10-26 07:53:19,443,497,3,0,6,,,2025-10-26 07:54:01,7.0,Dong Cheng Building (Dōngchéng Dàshà),Residential
東創大廈,2025-10-26 07:53:07,280,301,3,0,5,,,2025-10-26 07:54:01,7.0,Dong Chuang Building (Dōngchuàng Dàshà),Residential
東啟大廈,2025-10-26 07:53:16,313,294,3,0,4,,,2025-10-26 07:54:01,7.0,Dong Qi Building (Dōngqǐ Dàshà),Residential
松樹尾,2025-10-26 07:53:29,35,152,5,15,2,,,2025-10-26 07:54:01,7.0,Song Shu Wei (Sōngshù Wěi),Residential
栢力,2025-10-26 07:53:29,234,0,31,0,2,,,2025-10-26 07:54:01,7.0,Bai Li (Bǎi Lì),Work
科學館,2025-10-26 07:53:17,373,398,45,11,20,,,2025-10-26 07:54:01,7.0,Science Museum (Kēxuéguǎn),Residential
栢佳,2025-10-26 07:53:02,142,0,7,0,2,,,2025-10-26 07:54:01,7.0,Bai Jia (Bǎi Jiā),Residential
協和醫院 - 東入口,2025-10-26 07:53:29,180,0,0,0,3,,,2025-10-26 07:54:01,7.0,Kiang Wu Hospital - East Entrance (Xiéhé Yīyuàn - Dōng Rùkǒu),Residential
協和醫院 - 北入口,2025-10-26 07:53:28,402,479,0,0,5,,,2025-10-26 07:54:01,7.0,Kiang Wu Hospital - North Entrance (Xiéhé Yīyuàn - Běi Rùkǒu),Residential
旅遊塔 暫停發佈訊息,,0,0,0,0,0,,,2025-10-26 07:54:01,,Tourism Tower Temporarily Stopped Publishing Information (Lǚyóu Tǎ Zàn Tíng Fābù Xìnxi),
栢景,2025-10-26 07:53:11,0,0,2,0,2,,,2025-10-26 07:54:01,7.0,Bai Jing (Bǎi Jǐng),Residential
栢樂停車場,2025-10-26 07:53:22,297,272,0,0,0,,,2025-10-26 07:54:01,7.0,Bai Le Car Park (Bǎi Lè Tíngchēchǎng),Residential
栢蕙,2025-10-26 07:53:29,24,0,5,0,3,,,2025-10-26 07:54:01,7.0,Bai Hui (Bǎi Huì),Work
栢寧,2025-10-26 07:53:25,103,0,4,0,2,,,2025-10-26 07:54:01,7.0,Bai Ning (Bǎi Níng),Residential
栢濤,2025-10-26 07:53:22,133,0,11,0,2,,,2025-10-26 07:54:01,7.0,Bai Tao (Bǎi Tāo),Residential
栢港,2025-10-26 07:53:13,39,0,6,0,2,,,2025-10-26 07:54:01,7.0,Bai Gang (Bǎi Gǎng),Residential
栢麗,2025-10-26 07:53:09,10,0,5,0,2,,,2025-10-26 07:54:01,7.0,Bai Li (Bǎi Lì),Work
栢威,2025-10-26 07:53:25,1,0,1,0,0,,,2025-10-26 07:54:01,7.0,Bai Wei (Bǎi Wēi),Residential
黑橋街,2025-10-26 07:53:26,0,6,8,8,0,,,2025-10-26 07:54:01,7.0,Hei Qiao Street (Hēiqiáo Jiē),Work
華士古達嘉馬花園,2025-10-26 07:53:28,0,78,7,12,3,,,2025-10-26 07:54:01,7.0,Jardim de Vasco da Gama (Huáshìgǔ Dá Jiāmǎ Huāyuán),Residential
祐漢公園,2025-10-26 07:53:28,15,289,8,2,6,,,2025-10-26 07:54:01,7.0,Jardim do Pou Hon (Yòuhàn Gōngyuán),Work
港珠澳大橋邊檢大樓東公共停車場,2025-10-26 07:53:23,2684,0,47,0,23,,,2025-10-26 07:54:01,7.0,HZMB Border Inspection Building East Public Car Park (Gǎng Zhū Ào Dàqiáo Biānjiàn Dàlóu Dōng Gōnggòng Tíngchēchǎng),Residential
港珠澳大橋邊檢大樓西停車場,2025-10-26 07:53:21,2744,1963,10,0,32,,,2025-10-26 07:54:01,7.0,HZMB Border Inspection Building West Car Park (Gǎng Zhū Ào Dàqiáo Biānjiàn Dàlóu Xī Tíngchēchǎng),Residential
媽閣交通樞紐停車場,2025-10-26 07:53:29,165,400,0,0,3,,,2025-10-26 07:54:01,7.0,Barra Transport Hub Car Park (Māgé Jiāotōng Shūniǔ Tíngchēchǎng),Work
海灣南街,2025-10-26 07:53:27,1,88,0,9,4,,,2025-10-26 07:54:01,7.0,Baia Sul Street (Hǎiwān Nán Jiē),Work
華士古達嘉馬花園- 東區,2025-10-26 07:53:27,0,0,0,0,0,,,2025-10-26 07:54:01,7.0,Jardim de Vasco da Gama - East Zone (Huáshìgǔ Dá Jiāmǎ Huāyuán - Dōng Qū),Residential
望信,2025-10-26 07:53:29,410,287,0,0,7,,,2025-10-26 07:54:01,7.0,Mong Sin (Wàng Xìn),Residential
望德樓,2025-10-26 07:53:27,215,190,22,0,6,,,2025-10-26 07:54:01,7.0,Mong Tak Building (Wàngdé Lóu),Residential
望廈體育中心,2025-10-26 07:53:19,118,187,12,10,4,,,2025-10-26 07:54:01,7.0,Mong Ha Sports Center (Wàngxià Tǐyù Zhōngxīn),Work
望善樓,2025-10-26 07:53:29,23,150,1,13,4,,,2025-10-26 07:54:01,7.0,Mong Son Building (Wàngshàn Lóu),Work
望賢樓,2025-10-26 07:53:29,1,168,2,10,2,,,2025-10-26 07:54:01,7.0,Mong In Building (Wàngxián Lóu),Residential
湖畔大廈,2025-10-26 07:53:28,38,207,5,13,8,,,2025-10-26 07:54:01,7.0,Lakeview Building (Húpàn Dàshà),Work
業興大廈,2025-10-26 07:53:26,137,588,31,11,4,,,2025-10-26 07:54:01,7.0,Ip Heng Building (Yèxīng Dàshà),Work
蝴蝶谷,2025-10-26 07:53:04,308,160,36,10,5,,,2025-10-26 07:54:01,7.0,Butterfly Valley (Húdié Gǔ),Residential
澳門新批發市場,2025-10-26 07:53:08,87,68,10,9,1,,,2025-10-26 07:54:01,7.0,Macau New Wholesale Market (Àomén Xīn Pīfā Shìchǎng),Residential
蓮花路,2025-10-26 07:53:29,275,473,40,10,7,,,2025-10-26 07:54:01,7.0,Lotus Road (Liánhuā Lù),Residential
澳門文化中心,2025-10-26 07:53:27,138,33,0,0,2,,,2025-10-26 07:54:01,7.0,Macau Cultural Center (Àomén Wénhuà Zhōngxīn),Residential
藝園,2025-10-26 07:53:29,193,301,25,12,4,,,2025-10-26 07:54:01,7.0,Arts Garden (Yì Yuán),Residential
樂群樓,2025-10-26 07:53:29,24,554,30,5,5,,,2025-10-26 07:54:01,7.0,Lok Kuan Building (Lèqún Lóu),Work
麗都,2025-10-26 07:53:29,18,8,3,5,1,,,2025-10-26 07:54:01,7.0,Lei Tu (Lì Dū),Residential
關閘綜合體育場館,2025-10-26 07:53:29,392,423,12,4,9,,,2025-10-26 07:54:01,7.0,Portas do Cerco Sports Complex (Guānzhá Zhōnghé Tǐyù Chǎngguǎn),Other
聯生圓形地,2025-10-26 07:53:19,11,68,0,10,4,,,2025-10-26 07:54:01,7.0,Lin Seng Roundabout (Liánshēng Yuánxíng Dì),Residential
蓮花路 (重型),2025-10-26 08:53:17,0,0,0,0,0,153.0,35.0,2025-10-26 08:54:03,8.0,Lotus Road (Heavy) (Liánhuā Lù (Zhòng Xíng)),Residential
塔石廣場地下上落客區(重型客車),2025-10-26 08:53:28,24,0,0,0,0,,,2025-10-26 08:54:03,8.0,Ta Shi Plaza Underground Drop-off Area (Heavy Vehicle) (Tǎshí Guǎngchǎng Dìxià Shàngluò Kè Qū (Zhòng Xíng Kè Chē)),Work
下環街市,2025-10-26 08:53:14,12,51,4,5,2,,,2025-10-26 08:54:03,8.0,Xia Huan Market (Xià Huán Jiē Shì),Residential
永寧街,2025-10-26 08:53:28,0,0,1,12,1,,,2025-10-26 08:54:03,8.0,Yong Ning Street (Yǒngníng Jiē),Work
交通事務局大樓,2025-10-26 08:53:27,32,145,3,5,2,,,2025-10-26 08:54:03,8.0,Transport Bureau Building (Jiāotōng Shìwùjú Dàlóu),Residential
氹仔中央公園,2025-10-26 08:53:27,299,1153,85,19,14,,,2025-10-26 08:54:03,8.0,Taipa Central Park (Dàngzǎi Zhōngyāng Gōngyuán),Work
日昇樓,2025-10-26 08:53:29,195,274,26,13,4,,,2025-10-26 08:54:03,8.0,Ri Sheng Building (Rìshēng Lóu),Residential
日暉大廈,2025-10-26 08:53:27,4,110,6,14,1,,,2025-10-26 08:54:03,8.0,Ri Hui Building (Rìhuī Dàshà),Residential
台暉樓,2025-10-26 08:53:26,10,14,2,11,2,,,2025-10-26 08:54:03,8.0,Tai Hui Building (Táihuī Lóu),Work
氹仔客運碼頭,2025-10-26 08:53:23,416,147,69,15,16,,,2025-10-26 08:54:03,8.0,Taipa Passenger Terminal (Dàngzǎi Kèyùn Mǎtóu),Residential
何賢公園,2025-10-26 08:53:27,289,430,23,9,4,,,2025-10-26 08:54:03,8.0,He Xian Park (Héxián Gōngyuán),Residential
宋玉生廣場,2025-10-26 08:53:28,462,0,28,0,7,,,2025-10-26 08:54:03,8.0,Song Yu Sheng Square (Sòng Yù Shēng Guǎngchǎng),Residential
長者公寓,2025-10-26 08:53:28,244,100,16,14,4,,,2025-10-26 08:54:03,8.0,Elderly Apartment (Zhǎngzhě Gōngyù),Work
居雅大廈,2025-10-26 08:53:26,33,105,1,10,3,,,2025-10-26 08:54:03,8.0,Ju Ya Building (Jūyǎ Dàshà),Work
快富樓A入口,2025-10-26 08:53:27,65,0,16,0,2,,,2025-10-26 08:54:03,8.0,Kuai Fu Building A Entrance (Kuàifù Lóu A Rùkǒu),Work
快富樓B入口,2025-10-26 08:53:29,14,59,0,10,0,,,2025-10-26 08:54:03,8.0,Kuai Fu Building B Entrance (Kuàifù Lóu B Rùkǒu),Work
李加祿街,2025-10-26 08:53:27,0,0,0,15,0,,,2025-10-26 08:54:03,8.0,Li Jia Lu Street (Lǐ Jiālù Jiē),Work
和諧廣場,2025-10-26 08:53:27,133,102,20,14,7,,,2025-10-26 08:54:03,8.0,Harmony Plaza (Héxié Guǎngchǎng),Residential
沙梨頭街市市政綜合大樓,2025-10-26 08:53:06,50,179,7,4,1,,,2025-10-26 08:54:03,8.0,Sha Li Tou Market Municipal Comprehensive Building (Shālítou Jiēshì Shìzhèng Zōnghé Dàlóu),Work
快盈大廈,2025-10-26 08:53:18,3,25,2,9,2,,,2025-10-26 08:54:03,8.0,Kuai Ying Building (Kuàiyíng Dàshà),Work
快達樓,2025-10-26 08:53:25,66,67,0,7,0,,,2025-10-26 08:54:03,8.0,Kuai Da Building (Kuàidá Lóu),Work
亞馬喇前地,2025-10-26 08:53:26,204,523,15,10,0,,,2025-10-26 08:54:03,8.0,Ya Ma La Front (Yàmǎlā Qiándì),Residential
河邊新街,2025-10-26 08:53:17,5,76,1,15,2,,,2025-10-26 08:54:03,8.0,He Bian Xin Street (Hébiān Xīn Jiē),Work
馬六甲街,2025-10-26 08:53:26,147,542,14,5,4,,,2025-10-26 08:54:03,8.0,Ma Liu Jia Street (Mǎliùjiǎ Jiē),Residential
污水處理站,2025-10-26 08:53:04,4,0,3,0,0,144.0,123.0,2025-10-26 08:54:03,8.0,Sewage Treatment Plant (Wūshuǐ Chǔlǐ Zhàn),Work
氹仔柯維納馬路停車場,2025-10-26 08:53:11,41,0,0,0,0,,,2025-10-26 08:54:03,8.0,Taipa Covina Road Car Park (Dàngzǎi Kēwéinà Mǎlù Tíngchēchǎng),Work
柯維納馬路戶外,2025-10-26 08:53:24,19,24,0,0,2,5.0,,2025-10-26 08:54:03,8.0,Covina Road Outdoor (Kēwéinà Mǎlù Hùwài),Work
青翠樓,2025-10-26 08:53:24,219,305,24,5,4,,,2025-10-26 08:54:03,8.0,Qing Cui Building (Qīngcuì Lóu),Residential
專科大樓,2025-10-26 08:53:26,44,63,3,5,2,,,2025-10-26 08:54:03,8.0,Specialized Building (Zhuānkē Dàlóu),Residential
南灣(栢湖),2025-10-26 08:53:29,307,116,0,9,2,,,2025-10-26 08:54:03,8.0,Nam Van (Pak Lok) (Nán Wān (Bǎi Hú)),Residential
青葱大廈,2025-10-26 08:53:29,0,14,6,7,3,,,2025-10-26 08:54:03,8.0,Qing Cong Building (Qīngcōng Dàshà),Other
青泉樓,2025-10-26 08:53:26,3,0,3,2,1,,,2025-10-26 08:54:03,8.0,Qing Quan Building (Qīngquán Lóu),Other
青怡大廈,2025-10-26 08:53:29,56,101,5,7,3,,,2025-10-26 08:54:03,8.0,Qing Yi Building (Qīngyí Dàshà),Residential
青茂口岸,2025-10-26 08:53:29,89,134,9,15,5,,,2025-10-26 08:54:03,8.0,Qing Mao Border (Qīngmào Kǒu'àn),Residential
青濤大廈,2025-10-26 08:53:22,18,19,5,7,1,,,2025-10-26 08:54:03,8.0,Qing Tao Building (Qīngtāo Dàshà),Residential
青洲坊大廈,2025-10-26 08:53:24,443,733,92,4,14,,,2025-10-26 08:54:03,8.0,Qing Zhou Fang Building (Qīngzhōufāng Dàshà),Work
東城大廈,2025-10-26 08:53:29,443,497,3,0,6,,,2025-10-26 08:54:03,8.0,Dong Cheng Building (Dōngchéng Dàshà),Residential
東創大廈,2025-10-26 08:53:07,280,301,3,0,5,,,2025-10-26 08:54:03,8.0,Dong Chuang Building (Dōngchuàng Dàshà),Residential
東啟大廈,2025-10-26 08:53:11,312,292,3,0,4,,,2025-10-26 08:54:03,8.0,Dong Qi Building (Dōngqǐ Dàshà),Residential
松樹尾,2025-10-26 08:53:29,9,153,5,15,2,,,2025-10-26 08:54:03,8.0,Song Shu Wei (Sōngshù Wěi),Residential
栢力,2025-10-26 08:53:28,234,0,31,0,2,,,2025-10-26 08:54:03,8.0,Bai Li (Bǎi Lì),Work
科學館,2025-10-26 08:53:20,358,396,45,11,20,,,2025-10-26 08:54:03,8.0,Science Museum (Kēxuéguǎn),Residential
栢佳,2025-10-26 08:53:05,137,0,7,0,2,,,2025-10-26 08:54:03,8.0,Bai Jia (Bǎi Jiā),Residential
協和醫院 - 東入口,2025-10-26 08:53:29,180,0,0,0,3,,,2025-10-26 08:54:03,8.0,Kiang Wu Hospital - East Entrance (Xiéhé Yīyuàn - Dōng Rùkǒu),Residential
協和醫院 - 北入口,2025-10-26 08:53:29,401,478,0,0,5,,,2025-10-26 08:54:03,8.0,Kiang Wu Hospital - North Entrance (Xiéhé Yīyuàn - Běi Rùkǒu),Residential
旅遊塔 暫停發佈訊息,,0,0,0,0,0,,,2025-10-26 08:54:03,,Tourism Tower Temporarily Stopped Publishing Information (Lǚyóu Tǎ Zàn Tíng Fābù Xìnxi),
栢景,2025-10-26 08:53:10,1,0,2,0,2,,,2025-10-26 08:54:03,8.0,Bai Jing (Bǎi Jǐng),Residential
栢樂停車場,2025-10-26 08:53:26,292,272,0,0,0,,,2025-10-26 08:54:03,8.0,Bai Le Car Park (Bǎi Lè Tíngchēchǎng),Residential
栢蕙,2025-10-26 08:53:20,26,0,5,0,3,,,2025-10-26 08:54:03,8.0,Bai Hui (Bǎi Huì),Work
栢寧,2025-10-26 08:53:15,98,0,4,0,2,,,2025-10-26 08:54:03,8.0,Bai Ning (Bǎi Níng),Residential
栢濤,2025-10-26 08:53:24,131,0,11,0,2,,,2025-10-26 08:54:03,8.0,Bai Tao (Bǎi Tāo),Residential
栢港,2025-10-26 08:53:03,39,0,6,0,2,,,2025-10-26 08:54:03,8.0,Bai Gang (Bǎi Gǎng),Residential
栢麗,2025-10-26 08:53:06,19,0,5,0,2,,,2025-10-26 08:54:03,8.0,Bai Li (Bǎi Lì),Work
栢威,2025-10-26 08:53:25,3,3,2,0,1,,,2025-10-26 08:54:03,8.0,Bai Wei (Bǎi Wēi),Residential
黑橋街,2025-10-26 08:53:26,3,20,8,8,0,,,2025-10-26 08:54:03,8.0,Hei Qiao Street (Hēiqiáo Jiē),Work
華士古達嘉馬花園,2025-10-26 08:53:26,1,80,7,12,3,,,2025-10-26 08:54:03,8.0,Jardim de Vasco da Gama (Huáshìgǔ Dá Jiāmǎ Huāyuán),Residential
祐漢公園,2025-10-26 08:53:29,0,290,8,3,6,,,2025-10-26 08:54:03,8.0,Jardim do Pou Hon (Yòuhàn Gōngyuán),Work
港珠澳大橋邊檢大樓東公共停車場,2025-10-26 08:53:23,2686,0,47,0,23,,,2025-10-26 08:54:03,8.0,HZMB Border Inspection Building East Public Car Park (Gǎng Zhū Ào Dàqiáo Biānjiàn Dàlóu Dōng Gōnggòng Tíngchēchǎng),Residential
港珠澳大橋邊檢大樓西停車場,2025-10-26 08:53:09,2716,1942,10,0,32,,,2025-10-26 08:54:03,8.0,HZMB Border Inspection Building West Car Park (Gǎng Zhū Ào Dàqiáo Biānjiàn Dàlóu Xī Tíngchēchǎng),Residential
媽閣交通樞紐停車場,2025-10-26 08:53:29,163,400,0,0,3,,,2025-10-26 08:54:03,8.0,Barra Transport Hub Car Park (Māgé Jiāotōng Shūniǔ Tíngchēchǎng),Work
海灣南街,2025-10-26 08:53:29,9,83,0,11,4,,,2025-10-26 08:54:03,8.0,Baia Sul Street (Hǎiwān Nán Jiē),Work
華士古達嘉馬花園- 東區,2025-10-26 08:53:27,0,0,0,0,0,,,2025-10-26 08:54:03,8.0,Jardim de Vasco da Gama - East Zone (Huáshìgǔ Dá Jiāmǎ Huāyuán - Dōng Qū),Residential
望信,2025-10-26 08:53:28,410,285,0,0,7,,,2025-10-26 08:54:03,8.0,Mong Sin (Wàng Xìn),Residential
望德樓,2025-10-26 08:53:27,226,188,22,0,6,,,2025-10-26 08:54:03,8.0,Mong Tak Building (Wàngdé Lóu),Residential
望廈體育中心,2025-10-26 08:53:12,105,174,12,10,4,,,2025-10-26 08:54:03,8.0,Mong Ha Sports Center (Wàngxià Tǐyù Zhōngxīn),Work
望善樓,2025-10-26 08:53:28,23,149,2,13,4,,,2025-10-26 08:54:03,8.0,Mong Son Building (Wàngshàn Lóu),Work
望賢樓,2025-10-26 08:53:28,5,164,1,10,2,,,2025-10-26 08:54:03,8.0,Mong In Building (Wàngxián Lóu),Residential
湖畔大廈,2025-10-26 08:53:29,72,206,5,13,8,,,2025-10-26 08:54:03,8.0,Lakeview Building (Húpàn Dàshà),Work
業興大廈,2025-10-26 08:53:27,139,588,31,11,4,,,2025-10-26 08:54:03,8.0,Ip Heng Building (Yèxīng Dàshà),Work
蝴蝶谷,2025-10-26 08:53:28,308,160,36,10,5,,,2025-10-26 08:54:03,8.0,Butterfly Valley (Húdié Gǔ),Residential
澳門新批發市場,2025-10-26 08:53:02,87,69,10,9,1,,,2025-10-26 08:54:03,8.0,Macau New Wholesale Market (Àomén Xīn Pīfā Shìchǎng),Residential
蓮花路,2025-10-26 08:53:26,274,471,40,10,7,,,2025-10-26 08:54:03,8.0,Lotus Road (Liánhuā Lù),Residential
澳門文化中心,2025-10-26 08:53:29,137,33,0,0,2,,,2025-10-26 08:54:03,8.0,Macau Cultural Center (Àomén Wénhuà Zhōngxīn),Residential
藝園,2025-10-26 08:53:27,182,298,25,13,4,,,2025-10-26 08:54:03,8.0,Arts Garden (Yì Yuán),Residential
樂群樓,2025-10-26 08:53:27,45,563,30,5,5,,,2025-10-26 08:54:03,8.0,Lok Kuan Building (Lèqún Lóu),Work
麗都,2025-10-26 08:53:29,15,7,3,5,1,,,2025-10-26 08:54:03,8.0,Lei Tu (Lì Dū),Residential
關閘綜合體育場館,2025-10-26 08:53:24,375,381,11,7,9,,,2025-10-26 08:54:03,8.0,Portas do Cerco Sports Complex (Guānzhá Zhōnghé Tǐyù Chǎngguǎn),Other
聯生圓形地,2025-10-26 08:53:24,24,66,0,10,4,,,2025-10-26 08:54:03,8.0,Lin Seng Roundabout (Liánshēng Yuánxíng Dì),Residential
蓮花路 (重型),2025-10-26 09:53:07,0,0,0,0,0,153.0,46.0,2025-10-26 09:54:04,9.0,Lotus Road (Heavy) (Liánhuā Lù (Zhòng Xíng)),Residential
塔石廣場地下上落客區(重型客車),2025-10-26 09:53:25,7,0,0,0,0,,,2025-10-26 09:54:04,9.0,Ta Shi Plaza Underground Drop-off Area (Heavy Vehicle) (Tǎshí Guǎngchǎng Dìxià Shàngluò Kè Qū (Zhòng Xíng Kè Chē)),Work
下環街市,2025-10-26 09:53:07,0,44,4,6,2,,,2025-10-26 09:54:04,9.0,Xia Huan Market (Xià Huán Jiē Shì),Residential
永寧街,2025-10-26 09:53:29,0,0,1,12,1,,,2025-10-26 09:54:04,9.0,Yong Ning Street (Yǒngníng Jiē),Work
交通事務局大樓,2025-10-26 09:53:10,35,145,3,5,2,,,2025-10-26 09:54:04,9.0,Transport Bureau Building (Jiāotōng Shìwùjú Dàlóu),Residential
氹仔中央公園,2025-10-26 09:53:28,408,1165,85,19,14,,,2025-10-26 09:54:04,9.0,Taipa Central Park (Dàngzǎi Zhōngyāng Gōngyuán),Work
日昇樓,2025-10-26 09:53:28,203,274,25,13,4,,,2025-10-26 09:54:04,9.0,Ri Sheng Building (Rìshēng Lóu),Residential
日暉大廈,2025-10-26 09:53:29,5,110,6,14,1,,,2025-10-26 09:54:04,9.0,Ri Hui Building (Rìhuī Dàshà),Residential
台暉樓,2025-10-26 09:53:25,7,15,2,12,2,,,2025-10-26 09:54:04,9.0,Tai Hui Building (Táihuī Lóu),Work
氹仔客運碼頭,2025-10-26 09:53:07,404,144,69,15,16,,,2025-10-26 09:54:04,9.0,Taipa Passenger Terminal (Dàngzǎi Kèyùn Mǎtóu),Residential
何賢公園,2025-10-26 09:53:28,266,426,23,9,4,,,2025-10-26 09:54:04,9.0,He Xian Park (Héxián Gōngyuán),Residential
宋玉生廣場,2025-10-26 09:53:29,426,0,27,0,7,,,2025-10-26 09:54:04,9.0,Song Yu Sheng Square (Sòng Yù Shēng Guǎngchǎng),Residential
長者公寓,2025-10-26 09:53:28,254,102,18,14,4,,,2025-10-26 09:54:04,9.0,Elderly Apartment (Zhǎngzhě Gōngyù),Work
居雅大廈,2025-10-26 09:53:27,66,109,1,10,3,,,2025-10-26 09:54:04,9.0,Ju Ya Building (Jūyǎ Dàshà),Work
快富樓A入口,2025-10-26 09:53:27,69,0,16,0,2,,,2025-10-26 09:54:04,9.0,Kuai Fu Building A Entrance (Kuàifù Lóu A Rùkǒu),Work
快富樓B入口,2025-10-26 09:53:29,12,51,0,10,0,,,2025-10-26 09:54:04,9.0,Kuai Fu Building B Entrance (Kuàifù Lóu B Rùkǒu),Work
李加祿街,2025-10-26 09:53:28,0,0,3,15,1,,,2025-10-26 09:54:04,9.0,Li Jia Lu Street (Lǐ Jiālù Jiē),Work
和諧廣場,2025-10-26 09:53:29,131,97,21,14,7,,,2025-10-26 09:54:04,9.0,Harmony Plaza (Héxié Guǎngchǎng),Residential
沙梨頭街市市政綜合大樓,2025-10-26 09:53:24,40,179,6,3,1,,,2025-10-26 09:54:04,9.0,Sha Li Tou Market Municipal Comprehensive Building (Shālítou Jiēshì Shìzhèng Zōnghé Dàlóu),Work
快盈大廈,2025-10-26 09:53:02,14,24,2,9,2,,,2025-10-26 09:54:04,9.0,Kuai Ying Building (Kuàiyíng Dàshà),Work
快達樓,2025-10-26 09:53:29,68,64,0,7,0,,,2025-10-26 09:54:04,9.0,Kuai Da Building (Kuàidá Lóu),Work
亞馬喇前地,2025-10-26 09:53:26,207,516,15,10,0,,,2025-10-26 09:54:04,9.0,Ya Ma La Front (Yàmǎlā Qiándì),Residential
河邊新街,2025-10-26 09:53:01,1,74,4,15,2,,,2025-10-26 09:54:04,9.0,He Bian Xin Street (Hébiān Xīn Jiē),Work
馬六甲街,2025-10-26 09:53:23,128,537,14,5,4,,,2025-10-26 09:54:04,9.0,Ma Liu Jia Street (Mǎliùjiǎ Jiē),Residential
污水處理站,2025-10-26 09:53:19,18,0,3,0,0,146.0,124.0,2025-10-26 09:54:04,9.0,Sewage Treatment Plant (Wūshuǐ Chǔlǐ Zhàn),Work
氹仔柯維納馬路停車場,2025-10-26 09:53:11,47,0,0,0,0,,,2025-10-26 09:54:04,9.0,Taipa Covina Road Car Park (Dàngzǎi Kēwéinà Mǎlù Tíngchēchǎng),Work
柯維納馬路戶外,2025-10-26 09:53:17,16,27,0,0,2,5.0,,2025-10-26 09:54:04,9.0,Covina Road Outdoor (Kēwéinà Mǎlù Hùwài),Work
青翠樓,2025-10-26 09:53:19,225,306,24,5,4,,,2025-10-26 09:54:04,9.0,Qing Cui Building (Qīngcuì Lóu),Residential
專科大樓,2025-10-26 09:53:22,37,64,3,5,2,,,2025-10-26 09:54:04,9.0,Specialized Building (Zhuānkē Dàlóu),Residential
南灣(栢湖),2025-10-26 09:53:25,281,108,0,9,2,,,2025-10-26 09:54:04,9.0,Nam Van (Pak Lok) (Nán Wān (Bǎi Hú)),Residential
青葱大廈,2025-10-26 09:53:27,0,7,5,7,3,,,2025-10-26 09:54:04,9.0,Qing Cong Building (Qīngcōng Dàshà),Other
青泉樓,2025-10-26 09:53:25,0,0,3,2,1,,,2025-10-26 09:54:04,9.0,Qing Quan Building (Qīngquán Lóu),Other
青怡大廈,2025-10-26 09:53:22,65,105,5,7,3,,,2025-10-26 09:54:04,9.0,Qing Yi Building (Qīngyí Dàshà),Residential
青茂口岸,2025-10-26 09:53:30,69,117,9,14,5,,,2025-10-26 09:54:04,9.0,Qing Mao Border (Qīngmào Kǒu'àn),Residential
青濤大廈,2025-10-26 09:53:27,22,23,5,7,1,,,2025-10-26 09:54:04,9.0,Qing Tao Building (Qīngtāo Dàshà),Residential
青洲坊大廈,2025-10-26 09:53:27,466,740,90,4,14,,,2025-10-26 09:54:04,9.0,Qing Zhou Fang Building (Qīngzhōufāng Dàshà),Work
東城大廈,2025-10-26 09:53:23,443,497,3,0,6,,,2025-10-26 09:54:04,9.0,Dong Cheng Building (Dōngchéng Dàshà),Residential
東創大廈,2025-10-26 09:53:07,280,301,3,0,5,,,2025-10-26 09:54:04,9.0,Dong Chuang Building (Dōngchuàng Dàshà),Residential
東啟大廈,2025-10-26 09:53:10,312,291,3,0,4,,,2025-10-26 09:54:04,9.0,Dong Qi Building (Dōngqǐ Dàshà),Residential
松樹尾,2025-10-26 09:53:28,32,161,5,15,2,,,2025-10-26 09:54:04,9.0,Song Shu Wei (Sōngshù Wěi),Residential
栢力,2025-10-26 09:53:29,235,0,31,0,2,,,2025-10-26 09:54:04,9.0,Bai Li (Bǎi Lì),Work
科學館,2025-10-26 09:53:24,351,396,45,11,20,,,2025-10-26 09:54:04,9.0,Science Museum (Kēxuéguǎn),Residential
栢佳,2025-10-26 09:53:07,134,0,7,0,2,,,2025-10-26 09:54:04,9.0,Bai Jia (Bǎi Jiā),Residential
協和醫院 - 東入口,2025-10-26 09:53:29,180,0,0,0,3,,,2025-10-26 09:54:04,9.0,Kiang Wu Hospital - East Entrance (Xiéhé Yīyuàn - Dōng Rùkǒu),Residential
協和醫院 - 北入口,2025-10-26 09:53:29,401,478,0,0,5,,,2025-10-26 09:54:04,9.0,Kiang Wu Hospital - North Entrance (Xiéhé Yīyuàn - Běi Rùkǒu),Residential
旅遊塔 暫停發佈訊息,,0,0,0,0,0,,,2025-10-26 09:54:04,,Tourism Tower Temporarily Stopped Publishing Information (Lǚyóu Tǎ Zàn Tíng Fābù Xìnxi),
栢景,2025-10-26 09:53:09,2,0,3,0,2,,,2025-10-26 09:54:04,9.0,Bai Jing (Bǎi Jǐng),Residential
